INSERT INTO memory_table (user_id, username, age)
VALUES
 ('00000', 'st0', '1'),
 ('95706', 'st95706', '7'),
 ('95707', 'st95707', '8'),
 ('95708', 'st95708', '9'),
 ('95709', 'st95709', '10'),
 ('95710', 'st95710', '11'),
 ('95711', 'st95711', '12'),
 ('95712', 'st95712', '13'),
 ('95713', 'st95713', '14'),
 ('95714', 'st95714', '15'),
 ('95715', 'st95715', '16'),
 ('95716', 'st95716', '17'),
 ('95717', 'st95717', '18'),
 ('95718', 'st95718', '19'),
 ('95719', 'st95719', '20'),
 ('95720', 'st95720', '21'),
 ('95721', 'st95721', '22'),
 ('95722', 'st95722', '23'),
 ('95723', 'st95723', '24'),
 ('95724', 'st95724', '25'),
 ('95725', 'st95725', '26'),
 ('95726', 'st95726', '27'),
 ('95727', 'st95727', '28'),
 ('95728', 'st95728', '29'),
 ('95729', 'st95729', '30'),
 ('95730', 'st95730', '31'),
 ('95731', 'st95731', '32'),
 ('95732', 'st95732', '33'),
 ('95733', 'st95733', '34'),
 ('95734', 'st95734', '35'),
 ('95735', 'st95735', '36'),
 ('95736', 'st95736', '37'),
 ('95737', 'st95737', '38'),
 ('95738', 'st95738', '39'),
 ('95739', 'st95739', '40'),
 ('95740', 'st95740', '41'),
 ('95741', 'st95741', '42'),
 ('95742', 'st95742', '43'),
 ('95743', 'st95743', '44'),
 ('95744', 'st95744', '45'),
 ('95745', 'st95745', '46'),
 ('95746', 'st95746', '47'),
 ('95747', 'st95747', '48'),
 ('95748', 'st95748', '49'),
 ('95749', 'st95749', '50'),
 ('95750', 'st95750', '51'),
 ('95751', 'st95751', '52'),
 ('95752', 'st95752', '53'),
 ('95753', 'st95753', '54'),
 ('95754', 'st95754', '55'),
 ('95755', 'st95755', '56'),
 ('95756', 'st95756', '57'),
 ('95757', 'st95757', '58'),
 ('95758', 'st95758', '59'),
 ('95759', 'st95759', '60'),
 ('95760', 'st95760', '61'),
 ('95761', 'st95761', '62'),
 ('95762', 'st95762', '63'),
 ('95763', 'st95763', '64'),
 ('95764', 'st95764', '65'),
 ('95765', 'st95765', '66'),
 ('95766', 'st95766', '67'),
 ('95767', 'st95767', '68'),
 ('95768', 'st95768', '69'),
 ('95769', 'st95769', '70'),
 ('95770', 'st95770', '71'),
 ('95771', 'st95771', '72'),
 ('95772', 'st95772', '73'),
 ('95773', 'st95773', '74'),
 ('95774', 'st95774', '75'),
 ('95775', 'st95775', '76'),
 ('95776', 'st95776', '77'),
 ('95777', 'st95777', '78'),
 ('95778', 'st95778', '79'),
 ('95779', 'st95779', '80'),
 ('95780', 'st95780', '81'),
 ('95781', 'st95781', '82'),
 ('95782', 'st95782', '83'),
 ('95783', 'st95783', '84'),
 ('95784', 'st95784', '85'),
 ('95785', 'st95785', '86'),
 ('95786', 'st95786', '87'),
 ('95787', 'st95787', '88'),
 ('95788', 'st95788', '89'),
 ('95789', 'st95789', '90'),
 ('95790', 'st95790', '91'),
 ('95791', 'st95791', '92'),
 ('95792', 'st95792', '93'),
 ('95793', 'st95793', '94'),
 ('95794', 'st95794', '95'),
 ('95795', 'st95795', '96'),
 ('95796', 'st95796', '97'),
 ('95797', 'st95797', '98'),
 ('95798', 'st95798', '99'),
 ('95799', 'st95799', '100'),
 ('95800', 'st95800', '1'),
 ('95801', 'st95801', '2'),
 ('95802', 'st95802', '3'),
 ('95803', 'st95803', '4'),
 ('95804', 'st95804', '5'),
 ('95805', 'st95805', '6'),
 ('95806', 'st95806', '7'),
 ('95807', 'st95807', '8'),
 ('95808', 'st95808', '9'),
 ('95809', 'st95809', '10'),
 ('95810', 'st95810', '11'),
 ('95811', 'st95811', '12'),
 ('95812', 'st95812', '13'),
 ('95813', 'st95813', '14'),
 ('95814', 'st95814', '15'),
 ('95815', 'st95815', '16'),
 ('95816', 'st95816', '17'),
 ('95817', 'st95817', '18'),
 ('95818', 'st95818', '19'),
 ('95819', 'st95819', '20'),
 ('95820', 'st95820', '21'),
 ('95821', 'st95821', '22'),
 ('95822', 'st95822', '23'),
 ('95823', 'st95823', '24'),
 ('95824', 'st95824', '25'),
 ('95825', 'st95825', '26'),
 ('95826', 'st95826', '27'),
 ('95827', 'st95827', '28'),
 ('95828', 'st95828', '29'),
 ('95829', 'st95829', '30'),
 ('95830', 'st95830', '31'),
 ('95831', 'st95831', '32'),
 ('95832', 'st95832', '33'),
 ('95833', 'st95833', '34'),
 ('95834', 'st95834', '35'),
 ('95835', 'st95835', '36'),
 ('95836', 'st95836', '37'),
 ('95837', 'st95837', '38'),
 ('95838', 'st95838', '39'),
 ('95839', 'st95839', '40'),
 ('95840', 'st95840', '41'),
 ('95841', 'st95841', '42'),
 ('95842', 'st95842', '43'),
 ('95843', 'st95843', '44'),
 ('95844', 'st95844', '45'),
 ('95845', 'st95845', '46'),
 ('95846', 'st95846', '47'),
 ('95847', 'st95847', '48'),
 ('95848', 'st95848', '49'),
 ('95849', 'st95849', '50'),
 ('95850', 'st95850', '51'),
 ('95851', 'st95851', '52'),
 ('95852', 'st95852', '53'),
 ('95853', 'st95853', '54'),
 ('95854', 'st95854', '55'),
 ('95855', 'st95855', '56'),
 ('95856', 'st95856', '57'),
 ('95857', 'st95857', '58'),
 ('95858', 'st95858', '59'),
 ('95859', 'st95859', '60'),
 ('95860', 'st95860', '61'),
 ('95861', 'st95861', '62'),
 ('95862', 'st95862', '63'),
 ('95863', 'st95863', '64'),
 ('95864', 'st95864', '65'),
 ('95865', 'st95865', '66'),
 ('95866', 'st95866', '67'),
 ('95867', 'st95867', '68'),
 ('95868', 'st95868', '69'),
 ('95869', 'st95869', '70'),
 ('95870', 'st95870', '71'),
 ('95871', 'st95871', '72'),
 ('95872', 'st95872', '73'),
 ('95873', 'st95873', '74'),
 ('95874', 'st95874', '75'),
 ('95875', 'st95875', '76'),
 ('95876', 'st95876', '77'),
 ('95877', 'st95877', '78'),
 ('95878', 'st95878', '79'),
 ('95879', 'st95879', '80'),
 ('95880', 'st95880', '81'),
 ('95881', 'st95881', '82'),
 ('95882', 'st95882', '83'),
 ('95883', 'st95883', '84'),
 ('95884', 'st95884', '85'),
 ('95885', 'st95885', '86'),
 ('95886', 'st95886', '87'),
 ('95887', 'st95887', '88'),
 ('95888', 'st95888', '89'),
 ('95889', 'st95889', '90'),
 ('95890', 'st95890', '91'),
 ('95891', 'st95891', '92'),
 ('95892', 'st95892', '93'),
 ('95893', 'st95893', '94'),
 ('95894', 'st95894', '95'),
 ('95895', 'st95895', '96'),
 ('95896', 'st95896', '97'),
 ('95897', 'st95897', '98'),
 ('95898', 'st95898', '99'),
 ('95899', 'st95899', '100'),
 ('95900', 'st95900', '1'),
 ('95901', 'st95901', '2'),
 ('95902', 'st95902', '3'),
 ('95903', 'st95903', '4'),
 ('95904', 'st95904', '5'),
 ('95905', 'st95905', '6'),
 ('95906', 'st95906', '7'),
 ('95907', 'st95907', '8'),
 ('95908', 'st95908', '9'),
 ('95909', 'st95909', '10'),
 ('95910', 'st95910', '11'),
 ('95911', 'st95911', '12'),
 ('95912', 'st95912', '13'),
 ('95913', 'st95913', '14'),
 ('95914', 'st95914', '15'),
 ('95915', 'st95915', '16'),
 ('95916', 'st95916', '17'),
 ('95917', 'st95917', '18'),
 ('95918', 'st95918', '19'),
 ('95919', 'st95919', '20'),
 ('95920', 'st95920', '21'),
 ('95921', 'st95921', '22'),
 ('95922', 'st95922', '23'),
 ('95923', 'st95923', '24'),
 ('95924', 'st95924', '25'),
 ('95925', 'st95925', '26'),
 ('95926', 'st95926', '27'),
 ('95927', 'st95927', '28'),
 ('95928', 'st95928', '29'),
 ('95929', 'st95929', '30'),
 ('95930', 'st95930', '31'),
 ('95931', 'st95931', '32'),
 ('95932', 'st95932', '33'),
 ('95933', 'st95933', '34'),
 ('95934', 'st95934', '35'),
 ('95935', 'st95935', '36'),
 ('95936', 'st95936', '37'),
 ('95937', 'st95937', '38'),
 ('95938', 'st95938', '39'),
 ('95939', 'st95939', '40'),
 ('95940', 'st95940', '41'),
 ('95941', 'st95941', '42'),
 ('95942', 'st95942', '43'),
 ('95943', 'st95943', '44'),
 ('95944', 'st95944', '45'),
 ('95945', 'st95945', '46'),
 ('95946', 'st95946', '47'),
 ('95947', 'st95947', '48'),
 ('95948', 'st95948', '49'),
 ('95949', 'st95949', '50'),
 ('95950', 'st95950', '51'),
 ('95951', 'st95951', '52'),
 ('95952', 'st95952', '53'),
 ('95953', 'st95953', '54'),
 ('95954', 'st95954', '55'),
 ('95955', 'st95955', '56'),
 ('95956', 'st95956', '57'),
 ('95957', 'st95957', '58'),
 ('95958', 'st95958', '59'),
 ('95959', 'st95959', '60'),
 ('95960', 'st95960', '61'),
 ('95961', 'st95961', '62'),
 ('95962', 'st95962', '63'),
 ('95963', 'st95963', '64'),
 ('95964', 'st95964', '65'),
 ('95965', 'st95965', '66'),
 ('95966', 'st95966', '67'),
 ('95967', 'st95967', '68'),
 ('95968', 'st95968', '69'),
 ('95969', 'st95969', '70'),
 ('95970', 'st95970', '71'),
 ('95971', 'st95971', '72'),
 ('95972', 'st95972', '73'),
 ('95973', 'st95973', '74'),
 ('95974', 'st95974', '75'),
 ('95975', 'st95975', '76'),
 ('95976', 'st95976', '77'),
 ('95977', 'st95977', '78'),
 ('95978', 'st95978', '79'),
 ('95979', 'st95979', '80'),
 ('95980', 'st95980', '81'),
 ('95981', 'st95981', '82'),
 ('95982', 'st95982', '83'),
 ('95983', 'st95983', '84'),
 ('95984', 'st95984', '85'),
 ('95985', 'st95985', '86'),
 ('95986', 'st95986', '87'),
 ('95987', 'st95987', '88'),
 ('95988', 'st95988', '89'),
 ('95989', 'st95989', '90'),
 ('95990', 'st95990', '91'),
 ('95991', 'st95991', '92'),
 ('95992', 'st95992', '93'),
 ('95993', 'st95993', '94'),
 ('95994', 'st95994', '95'),
 ('95995', 'st95995', '96'),
 ('95996', 'st95996', '97'),
 ('95997', 'st95997', '98'),
 ('95998', 'st95998', '99'),
 ('95999', 'st95999', '100'),
 ('96000', 'st96000', '1'),
 ('96001', 'st96001', '2'),
 ('96002', 'st96002', '3'),
 ('96003', 'st96003', '4'),
 ('96004', 'st96004', '5'),
 ('96005', 'st96005', '6'),
 ('96006', 'st96006', '7'),
 ('96007', 'st96007', '8'),
 ('96008', 'st96008', '9'),
 ('96009', 'st96009', '10'),
 ('96010', 'st96010', '11'),
 ('96011', 'st96011', '12'),
 ('96012', 'st96012', '13'),
 ('96013', 'st96013', '14'),
 ('96014', 'st96014', '15'),
 ('96015', 'st96015', '16'),
 ('96016', 'st96016', '17'),
 ('96017', 'st96017', '18'),
 ('96018', 'st96018', '19'),
 ('96019', 'st96019', '20'),
 ('96020', 'st96020', '21'),
 ('96021', 'st96021', '22'),
 ('96022', 'st96022', '23'),
 ('96023', 'st96023', '24'),
 ('96024', 'st96024', '25'),
 ('96025', 'st96025', '26'),
 ('96026', 'st96026', '27'),
 ('96027', 'st96027', '28'),
 ('96028', 'st96028', '29'),
 ('96029', 'st96029', '30'),
 ('96030', 'st96030', '31'),
 ('96031', 'st96031', '32'),
 ('96032', 'st96032', '33'),
 ('96033', 'st96033', '34'),
 ('96034', 'st96034', '35'),
 ('96035', 'st96035', '36'),
 ('96036', 'st96036', '37'),
 ('96037', 'st96037', '38'),
 ('96038', 'st96038', '39'),
 ('96039', 'st96039', '40'),
 ('96040', 'st96040', '41'),
 ('96041', 'st96041', '42'),
 ('96042', 'st96042', '43'),
 ('96043', 'st96043', '44'),
 ('96044', 'st96044', '45'),
 ('96045', 'st96045', '46'),
 ('96046', 'st96046', '47'),
 ('96047', 'st96047', '48'),
 ('96048', 'st96048', '49'),
 ('96049', 'st96049', '50'),
 ('96050', 'st96050', '51'),
 ('96051', 'st96051', '52'),
 ('96052', 'st96052', '53'),
 ('96053', 'st96053', '54'),
 ('96054', 'st96054', '55'),
 ('96055', 'st96055', '56'),
 ('96056', 'st96056', '57'),
 ('96057', 'st96057', '58'),
 ('96058', 'st96058', '59'),
 ('96059', 'st96059', '60'),
 ('96060', 'st96060', '61'),
 ('96061', 'st96061', '62'),
 ('96062', 'st96062', '63'),
 ('96063', 'st96063', '64'),
 ('96064', 'st96064', '65'),
 ('96065', 'st96065', '66'),
 ('96066', 'st96066', '67'),
 ('96067', 'st96067', '68'),
 ('96068', 'st96068', '69'),
 ('96069', 'st96069', '70'),
 ('96070', 'st96070', '71'),
 ('96071', 'st96071', '72'),
 ('96072', 'st96072', '73'),
 ('96073', 'st96073', '74'),
 ('96074', 'st96074', '75'),
 ('96075', 'st96075', '76'),
 ('96076', 'st96076', '77'),
 ('96077', 'st96077', '78'),
 ('96078', 'st96078', '79'),
 ('96079', 'st96079', '80'),
 ('96080', 'st96080', '81'),
 ('96081', 'st96081', '82'),
 ('96082', 'st96082', '83'),
 ('96083', 'st96083', '84'),
 ('96084', 'st96084', '85'),
 ('96085', 'st96085', '86'),
 ('96086', 'st96086', '87'),
 ('96087', 'st96087', '88'),
 ('96088', 'st96088', '89'),
 ('96089', 'st96089', '90'),
 ('96090', 'st96090', '91'),
 ('96091', 'st96091', '92'),
 ('96092', 'st96092', '93'),
 ('96093', 'st96093', '94'),
 ('96094', 'st96094', '95'),
 ('96095', 'st96095', '96'),
 ('96096', 'st96096', '97'),
 ('96097', 'st96097', '98'),
 ('96098', 'st96098', '99'),
 ('96099', 'st96099', '100'),
 ('96100', 'st96100', '1'),
 ('96101', 'st96101', '2'),
 ('96102', 'st96102', '3'),
 ('96103', 'st96103', '4'),
 ('96104', 'st96104', '5'),
 ('96105', 'st96105', '6'),
 ('96106', 'st96106', '7'),
 ('96107', 'st96107', '8'),
 ('96108', 'st96108', '9'),
 ('96109', 'st96109', '10'),
 ('96110', 'st96110', '11'),
 ('96111', 'st96111', '12'),
 ('96112', 'st96112', '13'),
 ('96113', 'st96113', '14'),
 ('96114', 'st96114', '15'),
 ('96115', 'st96115', '16'),
 ('96116', 'st96116', '17'),
 ('96117', 'st96117', '18'),
 ('96118', 'st96118', '19'),
 ('96119', 'st96119', '20'),
 ('96120', 'st96120', '21'),
 ('96121', 'st96121', '22'),
 ('96122', 'st96122', '23'),
 ('96123', 'st96123', '24'),
 ('96124', 'st96124', '25'),
 ('96125', 'st96125', '26'),
 ('96126', 'st96126', '27'),
 ('96127', 'st96127', '28'),
 ('96128', 'st96128', '29'),
 ('96129', 'st96129', '30'),
 ('96130', 'st96130', '31'),
 ('96131', 'st96131', '32'),
 ('96132', 'st96132', '33'),
 ('96133', 'st96133', '34'),
 ('96134', 'st96134', '35'),
 ('96135', 'st96135', '36'),
 ('96136', 'st96136', '37'),
 ('96137', 'st96137', '38'),
 ('96138', 'st96138', '39'),
 ('96139', 'st96139', '40'),
 ('96140', 'st96140', '41'),
 ('96141', 'st96141', '42'),
 ('96142', 'st96142', '43'),
 ('96143', 'st96143', '44'),
 ('96144', 'st96144', '45'),
 ('96145', 'st96145', '46'),
 ('96146', 'st96146', '47'),
 ('96147', 'st96147', '48'),
 ('96148', 'st96148', '49'),
 ('96149', 'st96149', '50'),
 ('96150', 'st96150', '51'),
 ('96151', 'st96151', '52'),
 ('96152', 'st96152', '53'),
 ('96153', 'st96153', '54'),
 ('96154', 'st96154', '55'),
 ('96155', 'st96155', '56'),
 ('96156', 'st96156', '57'),
 ('96157', 'st96157', '58'),
 ('96158', 'st96158', '59'),
 ('96159', 'st96159', '60'),
 ('96160', 'st96160', '61'),
 ('96161', 'st96161', '62'),
 ('96162', 'st96162', '63'),
 ('96163', 'st96163', '64'),
 ('96164', 'st96164', '65'),
 ('96165', 'st96165', '66'),
 ('96166', 'st96166', '67'),
 ('96167', 'st96167', '68'),
 ('96168', 'st96168', '69'),
 ('96169', 'st96169', '70'),
 ('96170', 'st96170', '71'),
 ('96171', 'st96171', '72'),
 ('96172', 'st96172', '73'),
 ('96173', 'st96173', '74'),
 ('96174', 'st96174', '75'),
 ('96175', 'st96175', '76'),
 ('96176', 'st96176', '77'),
 ('96177', 'st96177', '78'),
 ('96178', 'st96178', '79'),
 ('96179', 'st96179', '80'),
 ('96180', 'st96180', '81'),
 ('96181', 'st96181', '82'),
 ('96182', 'st96182', '83'),
 ('96183', 'st96183', '84'),
 ('96184', 'st96184', '85'),
 ('96185', 'st96185', '86'),
 ('96186', 'st96186', '87'),
 ('96187', 'st96187', '88'),
 ('96188', 'st96188', '89'),
 ('96189', 'st96189', '90'),
 ('96190', 'st96190', '91'),
 ('96191', 'st96191', '92'),
 ('96192', 'st96192', '93'),
 ('96193', 'st96193', '94'),
 ('96194', 'st96194', '95'),
 ('96195', 'st96195', '96'),
 ('96196', 'st96196', '97'),
 ('96197', 'st96197', '98'),
 ('96198', 'st96198', '99'),
 ('96199', 'st96199', '100'),
 ('96200', 'st96200', '1'),
 ('96201', 'st96201', '2'),
 ('96202', 'st96202', '3'),
 ('96203', 'st96203', '4'),
 ('96204', 'st96204', '5'),
 ('96205', 'st96205', '6'),
 ('96206', 'st96206', '7'),
 ('96207', 'st96207', '8'),
 ('96208', 'st96208', '9'),
 ('96209', 'st96209', '10'),
 ('96210', 'st96210', '11'),
 ('96211', 'st96211', '12'),
 ('96212', 'st96212', '13'),
 ('96213', 'st96213', '14'),
 ('96214', 'st96214', '15'),
 ('96215', 'st96215', '16'),
 ('96216', 'st96216', '17'),
 ('96217', 'st96217', '18'),
 ('96218', 'st96218', '19'),
 ('96219', 'st96219', '20'),
 ('96220', 'st96220', '21'),
 ('96221', 'st96221', '22'),
 ('96222', 'st96222', '23'),
 ('96223', 'st96223', '24'),
 ('96224', 'st96224', '25'),
 ('96225', 'st96225', '26'),
 ('96226', 'st96226', '27'),
 ('96227', 'st96227', '28'),
 ('96228', 'st96228', '29'),
 ('96229', 'st96229', '30'),
 ('96230', 'st96230', '31'),
 ('96231', 'st96231', '32'),
 ('96232', 'st96232', '33'),
 ('96233', 'st96233', '34'),
 ('96234', 'st96234', '35'),
 ('96235', 'st96235', '36'),
 ('96236', 'st96236', '37'),
 ('96237', 'st96237', '38'),
 ('96238', 'st96238', '39'),
 ('96239', 'st96239', '40'),
 ('96240', 'st96240', '41'),
 ('96241', 'st96241', '42'),
 ('96242', 'st96242', '43'),
 ('96243', 'st96243', '44'),
 ('96244', 'st96244', '45'),
 ('96245', 'st96245', '46'),
 ('96246', 'st96246', '47'),
 ('96247', 'st96247', '48'),
 ('96248', 'st96248', '49'),
 ('96249', 'st96249', '50'),
 ('96250', 'st96250', '51'),
 ('96251', 'st96251', '52'),
 ('96252', 'st96252', '53'),
 ('96253', 'st96253', '54'),
 ('96254', 'st96254', '55'),
 ('96255', 'st96255', '56'),
 ('96256', 'st96256', '57'),
 ('96257', 'st96257', '58'),
 ('96258', 'st96258', '59'),
 ('96259', 'st96259', '60'),
 ('96260', 'st96260', '61'),
 ('96261', 'st96261', '62'),
 ('96262', 'st96262', '63'),
 ('96263', 'st96263', '64'),
 ('96264', 'st96264', '65'),
 ('96265', 'st96265', '66'),
 ('96266', 'st96266', '67'),
 ('96267', 'st96267', '68'),
 ('96268', 'st96268', '69'),
 ('96269', 'st96269', '70'),
 ('96270', 'st96270', '71'),
 ('96271', 'st96271', '72'),
 ('96272', 'st96272', '73'),
 ('96273', 'st96273', '74'),
 ('96274', 'st96274', '75'),
 ('96275', 'st96275', '76'),
 ('96276', 'st96276', '77'),
 ('96277', 'st96277', '78'),
 ('96278', 'st96278', '79'),
 ('96279', 'st96279', '80'),
 ('96280', 'st96280', '81'),
 ('96281', 'st96281', '82'),
 ('96282', 'st96282', '83'),
 ('96283', 'st96283', '84'),
 ('96284', 'st96284', '85'),
 ('96285', 'st96285', '86'),
 ('96286', 'st96286', '87'),
 ('96287', 'st96287', '88'),
 ('96288', 'st96288', '89'),
 ('96289', 'st96289', '90'),
 ('96290', 'st96290', '91'),
 ('96291', 'st96291', '92'),
 ('96292', 'st96292', '93'),
 ('96293', 'st96293', '94'),
 ('96294', 'st96294', '95'),
 ('96295', 'st96295', '96'),
 ('96296', 'st96296', '97'),
 ('96297', 'st96297', '98'),
 ('96298', 'st96298', '99'),
 ('96299', 'st96299', '100'),
 ('96300', 'st96300', '1'),
 ('96301', 'st96301', '2'),
 ('96302', 'st96302', '3'),
 ('96303', 'st96303', '4'),
 ('96304', 'st96304', '5'),
 ('96305', 'st96305', '6'),
 ('96306', 'st96306', '7'),
 ('96307', 'st96307', '8'),
 ('96308', 'st96308', '9'),
 ('96309', 'st96309', '10'),
 ('96310', 'st96310', '11'),
 ('96311', 'st96311', '12'),
 ('96312', 'st96312', '13'),
 ('96313', 'st96313', '14'),
 ('96314', 'st96314', '15'),
 ('96315', 'st96315', '16'),
 ('96316', 'st96316', '17'),
 ('96317', 'st96317', '18'),
 ('96318', 'st96318', '19'),
 ('96319', 'st96319', '20'),
 ('96320', 'st96320', '21'),
 ('96321', 'st96321', '22'),
 ('96322', 'st96322', '23'),
 ('96323', 'st96323', '24'),
 ('96324', 'st96324', '25'),
 ('96325', 'st96325', '26'),
 ('96326', 'st96326', '27'),
 ('96327', 'st96327', '28'),
 ('96328', 'st96328', '29'),
 ('96329', 'st96329', '30'),
 ('96330', 'st96330', '31'),
 ('96331', 'st96331', '32'),
 ('96332', 'st96332', '33'),
 ('96333', 'st96333', '34'),
 ('96334', 'st96334', '35'),
 ('96335', 'st96335', '36'),
 ('96336', 'st96336', '37'),
 ('96337', 'st96337', '38'),
 ('96338', 'st96338', '39'),
 ('96339', 'st96339', '40'),
 ('96340', 'st96340', '41'),
 ('96341', 'st96341', '42'),
 ('96342', 'st96342', '43'),
 ('96343', 'st96343', '44'),
 ('96344', 'st96344', '45'),
 ('96345', 'st96345', '46'),
 ('96346', 'st96346', '47'),
 ('96347', 'st96347', '48'),
 ('96348', 'st96348', '49'),
 ('96349', 'st96349', '50'),
 ('96350', 'st96350', '51'),
 ('96351', 'st96351', '52'),
 ('96352', 'st96352', '53'),
 ('96353', 'st96353', '54'),
 ('96354', 'st96354', '55'),
 ('96355', 'st96355', '56'),
 ('96356', 'st96356', '57'),
 ('96357', 'st96357', '58'),
 ('96358', 'st96358', '59'),
 ('96359', 'st96359', '60'),
 ('96360', 'st96360', '61'),
 ('96361', 'st96361', '62'),
 ('96362', 'st96362', '63'),
 ('96363', 'st96363', '64'),
 ('96364', 'st96364', '65'),
 ('96365', 'st96365', '66'),
 ('96366', 'st96366', '67'),
 ('96367', 'st96367', '68'),
 ('96368', 'st96368', '69'),
 ('96369', 'st96369', '70'),
 ('96370', 'st96370', '71'),
 ('96371', 'st96371', '72'),
 ('96372', 'st96372', '73'),
 ('96373', 'st96373', '74'),
 ('96374', 'st96374', '75'),
 ('96375', 'st96375', '76'),
 ('96376', 'st96376', '77'),
 ('96377', 'st96377', '78'),
 ('96378', 'st96378', '79'),
 ('96379', 'st96379', '80'),
 ('96380', 'st96380', '81'),
 ('96381', 'st96381', '82'),
 ('96382', 'st96382', '83'),
 ('96383', 'st96383', '84'),
 ('96384', 'st96384', '85'),
 ('96385', 'st96385', '86'),
 ('96386', 'st96386', '87'),
 ('96387', 'st96387', '88'),
 ('96388', 'st96388', '89'),
 ('96389', 'st96389', '90'),
 ('96390', 'st96390', '91'),
 ('96391', 'st96391', '92'),
 ('96392', 'st96392', '93'),
 ('96393', 'st96393', '94'),
 ('96394', 'st96394', '95'),
 ('96395', 'st96395', '96'),
 ('96396', 'st96396', '97'),
 ('96397', 'st96397', '98'),
 ('96398', 'st96398', '99'),
 ('96399', 'st96399', '100'),
 ('96400', 'st96400', '1'),
 ('96401', 'st96401', '2'),
 ('96402', 'st96402', '3'),
 ('96403', 'st96403', '4'),
 ('96404', 'st96404', '5'),
 ('96405', 'st96405', '6'),
 ('96406', 'st96406', '7'),
 ('96407', 'st96407', '8'),
 ('96408', 'st96408', '9'),
 ('96409', 'st96409', '10'),
 ('96410', 'st96410', '11'),
 ('96411', 'st96411', '12'),
 ('96412', 'st96412', '13'),
 ('96413', 'st96413', '14'),
 ('96414', 'st96414', '15'),
 ('96415', 'st96415', '16'),
 ('96416', 'st96416', '17'),
 ('96417', 'st96417', '18'),
 ('96418', 'st96418', '19'),
 ('96419', 'st96419', '20'),
 ('96420', 'st96420', '21'),
 ('96421', 'st96421', '22'),
 ('96422', 'st96422', '23'),
 ('96423', 'st96423', '24'),
 ('96424', 'st96424', '25'),
 ('96425', 'st96425', '26'),
 ('96426', 'st96426', '27'),
 ('96427', 'st96427', '28'),
 ('96428', 'st96428', '29'),
 ('96429', 'st96429', '30'),
 ('96430', 'st96430', '31'),
 ('96431', 'st96431', '32'),
 ('96432', 'st96432', '33'),
 ('96433', 'st96433', '34'),
 ('96434', 'st96434', '35'),
 ('96435', 'st96435', '36'),
 ('96436', 'st96436', '37'),
 ('96437', 'st96437', '38'),
 ('96438', 'st96438', '39'),
 ('96439', 'st96439', '40'),
 ('96440', 'st96440', '41'),
 ('96441', 'st96441', '42'),
